item_name,description,github,gist,gitlab,bitbucket,launchpad,twitter,youtube,blogpost,cran,pypi,codeberg,website,publication,DOI,author1_name,author2_name,author3_name,author4_name,author5_name,author6_name,category,platform,tag1,tag2,tag3,tag4,tag5,notes,internetarchive
Bibliographic Database of African Scholarship on African Archaeology,"Bibliographic Database of African Scholarship on African Archaeology is an online resource offering freely accessible references and scholarly works focused on African archaeology by researchers of African descent. The platform aims to highlight the contributions of African and Afrodescendant authors, offering an expansive repository of articles, books, and academic papers covering diverse topics, regions, and methodologies. By centralizing these references, the database facilitates research collaboration, fosters global awareness, and promotes equitable representation within the archaeological community.",,,,,,,,,,,,https://bibdaa.rice.edu/,,,J. Fleisher,M. Prendergast,K. Ranhorn,H. Woldekiros,,,Lists and datasets,,Bibliography,Ethics and professional development,Educational resources and practical guides,,,,
GlobaLID-database,"GlobaLID-database is a curated resource that compiles lead isotope ratio data from a range of archaeological and geological samples. By providing an extensive dataset that supports the reconstruction of raw material provenances, it aids researchers in investigating resource acquisition, trade routes, and production techniques across diverse historical contexts. This resource can help clarify connections between artifacts, ores, and broader interpretative questions about cultural and technological development.",https://github.com/archmetalDBM/GlobaLID-database,,,,,,,,,,,,https://doi.org/10.5880/fidgeo.2021.031,,archmetalDBM,,,,,,Lists and datasets,,Datasets,Stable isotope analysis,,,,,
GlobaLID-App,GlobaLID-App is an open-source web application designed for stable isotope data analysis and visualization in archaeology, archaeometallurgy, and related fields. Hosted on GitHub by archmetalDBM, it enables researchers to upload, compare, and interpret isotopic compositions from a variety of samples. With interactive plots and filtering options, the platform aids in generating meaningful insights about past metallurgical processes and provenance. Its user-friendly interface and robust analytical workflows encourage collaboration, reproducibility, and deeper scientific understanding.,https://github.com/archmetalDBM/GlobaLID-App,,,,,,,,,,,https://globalid.dmt-lb.de/,,,archmetalDBM,,,,,,Standalone software,,Datasets,Stable isotope analysis,Diagrams and visualizations,archhist-software-tool,,,
clam,Clam is an R package for classical age-depth modeling of cores from sedimentary deposits, commonly used in paleoenvironmental, archaeological, and geological research. By integrating radiocarbon dates or other chronological markers, it constructs robust models to estimate the relationship between depth and age across various contexts. Its workflows facilitate reliable analyses, enabling researchers to interpret past environmental or cultural changes with confidence.,https://github.com/Maarten14C/clam,,,,,,,,,,,,,,Maarten14C,,,,,,Packages and libraries,R,Chronological modelling,Geophysical survey,archhist-software-tool,,,,
coffee,"Coffee is an R package employing advanced Bayesian methods to maintain the chronological ordering of radiocarbon and other date-based information. By integrating calibration routines, uncertain intervals, and distribution-based data, it helps researchers refine age models, test varied chronological hypotheses, and produce robust time-range estimates. Specifically designed for archaeology, historical sciences, and related fields, Coffee seamlessly processes new or existing datasets, ensuring an accurate representation of temporal sequences while providing reproducible, transparent analysis for thorough and reliable results.",https://github.com/Maarten14C/coffee,,,,,,,,,,,,,,Maarten14C,,,,,,Packages and libraries,R,Chronological modelling,"Radiocarbon dating, calibration and sequencing",archhist-software-tool,,,,
rbacon,"rbacon is an R package that applies Bayesian statistics to reconstruct accumulation histories in sedimentary deposits, such as lake, marine, or peat cores. It divides each core into multiple vertical sections and approximates sediment accumulation rates based on prior distributions, allowing users to incorporate known constraints and calibrate radiocarbon dates. By iteratively testing plausible sedimentation scenarios, rbacon helps researchers produce robust age-depth models essential for understanding environmental, archaeological, and historical contexts. Its flexible framework supports interdisciplinary studies and cross-referencing with other chronological methods.",https://github.com/Maarten14C/rbacon,,,,,,,,https://cran.r-project.org/package=rbacon,,,,,,Maarten14C,,,,,,Packages and libraries,R,Chronological modelling,"Radiocarbon dating, calibration and sequencing",archhist-software-tool,,,
pollencount,"This R-based simulation tool, called 'pollencount,' helps students and researchers to explore and identify different pollen grains under the microscope. By providing interactive features, it aims to provide an educational environment where users can gain familiarity with the morphological characteristics of pollen from various plant species. The tool’s features guide novices in understanding shape, size, and distinctive attributes of pollen, helping them develop analytical skills crucial for palaeobotanical and environmental research. Through practice modules and visual aids, pollencount streamlines the learning process and fosters better pollen identification techniques.",https://github.com/Maarten14C/pollencount,,,,,,,,,,,,,,Maarten14C,,,,,,Packages and libraries,R,Palaeobotany,"Educational resources and practical guides","archhist-software-tool",,,,
OpenLidarToolbox,"OpenLidarToolbox is a QGIS plugin that streamlines the transformation of airborne LiDAR data from raw point clouds into detailed visualizations. By automating key steps in data import, classification, and feature extraction, this tool supports a wide range of research applications, including archaeology, geology, and environmental studies. Its user-friendly interface and robust capabilities make LiDAR analysis accessible to researchers of all experience levels.",https://github.com/stefaneichert/OpenLidarToolbox,,,,,,,,,,,,,,stefaneichert,,,,,,Packages and libraries,QGIS,LiDAR,Aerial and satellite imagery,Drivers and IO,archhist-software-tool,,,
pXRF,"pXRF is an R package specifically designed to facilitate data processing, analysis, and visualization of portable X-Ray Fluorescence (pXRF) measurements. Developed by Martin Hinz, it offers robust functionalities for cleaning, calibrating, and interpreting geochemical data, enabling researchers to glean insights into archaeological, geological, and related fields. Through streamlined workflows, it helps integrate pXRF results into broader research contexts for more comprehensive, reproducible outcomes.",https://github.com/MartinHinz/pXRF,,,,,,,,,,,,,,MartinHinz,,,,,,Packages and libraries,R,X-Ray Fluorescence,archhist-software-tool,,,,,
nearpresence,"NearPresence is an R package that implements a technique called Near Presence Cluster Analysis, designed to detect and measure clustering patterns in presence-absence data within irregularly distributed areal units. By systematically examining the distances between observed points and their neighbors, the package helps researchers identify significant spatial structures and interpret how phenomena disperse across a region. This method is particularly useful for studies focusing on population distribution, disease mapping, ecological surveys, and other spatially dependent phenomena, all requiring accurate cluster detection.",https://github.com/eweaverdyck/nearpresence,,,,,,,,,,,,,,eweaverdyck,,,,,,Packages and libraries,R,Statistical analysis,Spatial analysis,,,,,
DACORD,"DACORD (Computer-Assisted Drawing of Archaeological Pottery) is an R-based script that streamlines the digital reconstruction and shape analysis of ceramic vessels from archaeological excavations. By processing photographic or scanned images, the tool automates the identification of morphological features, enabling researchers to quickly generate accurate vessel profiles for further study or publication. With its user-friendly interface and adaptable workflows, DACORD reduces manual tracing and measurement errors, facilitating consistent analysis across multiple sites and contexts. Through these capabilities, it significantly enhances efficiency in archaeological pottery research.",https://github.com/jwilczek-dotcom/DACORD,,,,,,,,,,,,,,jwilczek-dotcom,,,,,,Scripts,R,Shape recognition,Artefact morphology,Ceramic analysis,archhist-software-tool,,,
RACORD,"RACORD is an R-based software that offers automated shape classification workflows for archaeological pottery fragments. By applying morphological analysis methods, the tool assists researchers in identifying and categorizing ceramic sherds from excavation contexts. It aims to facilitate in-depth study of shape variation, enabling archaeologists to glean insights into production techniques, cultural practices, and chronological frameworks. These results can enhance documentation, research collaboration, and comparative studies across multiple excavation sites.",https://github.com/jwilczek-dotcom/RACORD,,,,,,,,,,,,,,jwilczek-dotcom,,,,,,Scripts,R,Shape recognition,Artefact morphology,Ceramic analysis,archhist-software-tool,,,
dplR,"dplR is an R package that enables comprehensive tree-ring data analysis, including reading, visualizing, and processing ring-width measurements as well as detrending methods for chronology construction and crossdating. It provides valuable computational workflows for studying growth patterns and climate relationships, with broad applications in fields such as dendrochronology, paleoclimatology, ecology, and historical research of wooden artefacts. The package offers robust functionality for standardizing data, generating chronologies, and quality control.",https://github.com/AndyBunn/dplR,,,,,,,,,,,,,,AndyBunn,,,,,,Packages and libraries,R,Dendrochronology,Chronological modelling,archhist-software-tool,,,
xDateR,"xDateR is an interactive Shiny app aimed at streamlining the crossdating process for dendrochronological analyses. By comparing ring patterns from different tree-ring samples, xDateR helps identify matching ring boundaries, ensuring accurate chronological alignment. This tool can produce visual feedback on ring alignment, highlight potential mismatches, and facilitate iterative refinement of the dating process. Developed primarily for researchers in environmental sciences, archaeology, and historical climate reconstruction, xDateR offers user-friendly controls for robust data interpretation. The app's open-source environment fosters collaboration and replicable research practices, elevating the reliability of dendrochronological studies.",https://github.com/AndyBunn/xDateR,,,,,,,,,,,,,,AndyBunn,,,,,,Packages and libraries,R,Dendrochronology,Chronological modelling,archhist-software-tool,,,,
kidstats,"Kidstats is a Shiny application that enables researchers and practitioners in biological anthropology and related fields to estimate subadult ages based on dental and skeletal development, as well as diaphyseal metrics. By leveraging pre-optimized mixed cumulative probit models, this tool provides more accurate, data-driven age range estimates. Kidstats facilitates deeper insights into subadult growth patterns, aiding in bioarchaeological, forensic, and clinical contexts by enriching research with robust, reproducible analysis.",https://github.com/ElaineYChu/kidstats,,,,,,,,,,,,,,ElaineYChu,,,,,,Scripts,R,Biological anthropology,archhist-software-tool,,,,,,
tRauma,"tRauma is an interactive graphical user interface designed to facilitate the analysis and interpretation of blunt-force rib trauma, primarily in forensic anthropology settings. Through user-friendly visualization tools and data processing workflows, it enables researchers and practitioners to observe, measure, and compare patterns of skeletal damage, thereby improving casework insights. This R-based tool aims to streamline investigative procedures and support the systematic study of trauma events in both contemporary and historical skeletal remains.",https://github.com/ElaineYChu/tRauma,,,,,,,,,,,,,,ElaineYChu,,,,,,Scripts,R,Biological anthropology,archhist-software-tool,,,,,

Pofatu,Pofatu is an open-access database designed for the geochemical sourcing and comparative study of archaeological materials, particularly stone artifacts from the Pacific region. By compiling and organizing chemical composition data of diverse lithic resources, Pofatu aids researchers in tracing artifact origins, reconstructing trade networks, and gaining insights into ancient human interactions. Its platform integrates references, metadata, and location details, promoting collaborative research and open data sharing. With user-friendly access to geochemical profiles, Pofatu helps deepen our understanding of past cultural dynamics and fosters further exploration across interdisciplinary studies.,https://github.com/pofatu/pofatu-data,,,,,,,,,,,https://pofatu.clld.org/,https://doi.org/10.5281/zenodo.4726799,,pofatu,,,,,,Lists and datasets,,Datasets,Geoarchaeology,,,,,
pypofatu,"pypofatu is a Python library designed to facilitate the curation, analysis, and management of data from the Pofatu open geochemical database. By integrating data cleaning, transformation, and validation steps, it aids researchers in assembling consistent datasets for archaeological research. With automated routines for parsing geochemical measurements and flexible export options, it streamlines workflows, making it easier to compare, interpret, and visualize stone tool and raw material geochemical records.",https://github.com/pofatu/pypofatu,,,,,,,,,,,,,,pofatu,,,,,,Packages and libraries,Python,Drivers and IO,Geoarchaeology,Datasets,archhist-software-tool,,,
pygeoroc,"Pygeoroc is a Python library for accessing, parsing, and analyzing data from the GEOROC database, which compiles geochemical and isotopic data on rocks, minerals, and other geological materials from numerous global localities. This library provides researchers and students with programmatic tools to programmatically query, retrieve, and manipulate the dataset, facilitating advanced data analysis, cross-referencing, and integration with other geoarchaeological or geochemical workflows. Ideal for studying tectonic and volcanic processes, Pygeoroc opens the door to deeper insights into Earth’s geological history and origins.","https://github.com/pofatu/pygeoroc",,,,,,,,,,,,,,"potafu",,,,,,"Packages and libraries","Python","Drivers and IO","Geoarchaeology","Datasets","archhist-software-tool",,,
Open History Map,"Open History Map is an open-source, collaborative web-based GIS platform that enables historians, archaeologists, and the public to create, edit, and explore geospatial data about historical sites and artifacts. By integrating modern mapping technology with robust data management, it encourages user contributions and fosters community engagement. Through interactive visualizations, layering, and analysis, researchers can identify patterns across time and space, while the public can gain deeper insights into past cultures. The platform supports historical and archaeological research by storing and presenting location-based information for further study and dissemination.",https://github.com/openhistorymap,,,,,,,,,,,http://www.openhistorymap.org/,,,openhistorymap,,,,,,Standalone software,,Site mapping,Public archaeology,archhist-software-tool,,,,
hsv-api,"The Historical Street View API (HSV API) is a specialized tool that provides programmatic access to historical geospatial data, enabling researchers, historians, and archaeologists to study urban landscapes as they evolved over time. By aggregating and transforming rich street-level datasets and associated metadata, HSV API supports data-driven inquiries, fosters comparative analyses with modern cartographic sources, and automates interactive visualizations. This flexible interface encourages the exploration of how urban areas have changed, facilitating new insights into cultural and historical studies.",https://github.com/openhistorymap/hsv-api,,,,,,,,,,,https://visions.ofthepast.org/,,,openhistorymap,,,,,,Standalone software,,Site mapping,Public archaeology,Drivers and IO,archhist-software-tool,,,
OHM Data Index,OHM Data Index is a structured resource that compiles research areas related to historical knowledge within defined timeframes. By systematically cataloging relevant datasets, it aims to present a comprehensive overview of research progress and gaps across multiple disciplines. This index helps scholars identify opportunities for deeper investigation, fostering collaboration and promoting broader awareness of underexplored fields. It also offers a user-friendly interface optimized for discovering diverse historical data resources and potential interdisciplinary connections.,,,,,,,,,,,,https://index.openhistorymap.org/,,,openhistorymap,,,,,,Lists and datasets,,Site mapping,Public archaeology,Data management,,,,
Mask_UAV,"Mask_UAV is a powerful software suite designed for annotating and training deep learning models, as well as segmenting imagery data captured by UAVs or other imaging platforms. By leveraging advanced convolutional neural networks and user-friendly annotation tools, it facilitates the identification of features of interest in aerial imagery, supporting efficient site mapping and exploration. The software can integrate seamlessly into archeological or environmental research workflows, enabling researchers to generate precise image segmentation outputs that significantly enhance data analysis.",https://github.com/maltaweel/Mask_UAV,,,,,,,,,,,,,,maltaweel,,,,,,Packages and libraries,Python,Site mapping,Aerial and satellite imagery,Drones,archhist-software-tool,,,
chi-field-manual,"A bookdown-powered manual intended for smaller cultural heritage institutions seeking to apply diverse cultural heritage informatics (CHI) practices to their collections. This guide covers methods, techniques, and best practices for implementing digital approaches to curation and preservation, offering step-by-step explanations, hands-on tutorials, and real-world examples to facilitate learning and practical application.",https://github.com/XLabCU/chi-field-manual,,,,,,,,,,,https://xlabcu.github.io/chi-field-manual,,,XLabCU,,,,,,Guides,,Educational resources and practical guides,Statistical analysis,,,,,
A bibliography of public archaeology and archaeological heritage management in the Mediterranean,A bibliography of public archaeology and archaeological heritage management in the Mediterranean, this resource offers a comprehensive collection of references, articles, and resources that cover community engagement, heritage policies, conservation efforts, educational programs, and interpretive strategies. By consolidating diverse scholarly materials, it enables researchers, educators, and heritage professionals to gain insights into the socio-political and cultural dynamics shaping archaeological practice in this region. The bibliography highlights ongoing debates, historical perspectives, case studies, and theoretical frameworks, serving as a valuable tool for developing more inclusive and participatory archaeological approaches.,,,,,,,,,,,,https://digital.csic.es/handle/10261/223340,https://doi.org/10.20350/digitalCSIC/12720,,Jaime Almansa Sánchez,,,,,,Lists and datasets,,Bibliography,Public archaeology,,,,,
CHARM,"CHARM, short for Cultural Heritage Abstract Reference Model, is a conceptual framework that aims to provide a standardized approach to describing, managing, and preserving cultural heritage data. Through consistent ontologies and schemas, CHARM facilitates data interoperability, cross-institutional sharing, and collaborative research in heritage studies. By defining key elements and relationships, it ensures that institutions can effectively document artifacts, sites, and other cultural resources in a structured format. CHARM serves as a reference guideline, promoting clarity, organization, and the long-term sustainability of historical or archaeological records.",,,,,,,,,,,,http://www.charminfo.org/,,CHARM,,,,,,"Specifications, protocols and schemas",,Data management,Schemas and ontologies,,,,,
Corallium Fabrica,"Corallium Fabrica is an online repository featuring detailed 3D models of coral skeletons, which can serve as a comprehensive reference collection for researchers, educators, and enthusiasts interested in marine biology, coral taxonomy, and biomineralization processes. Each model is based on high-quality scans or reconstructions, capturing intricate morphological details and structural variations across multiple coral species. By assembling these resources in a single platform, Corallium Fabrica enables comparative studies, supports pedagogical purposes, and helps foster a deeper understanding of coral reef ecosystems, their preservation, and biodiversity.",,,,,,,,,,,,https://corallumfabrica.laas.fr/,,,Elise Rigot,,,,,,Lists and datasets,,3D modelling,Datasets,,,,,
SexEst,"SexEst is an open-source Python-based tool that uses advanced machine learning methods to estimate the sex of unidentified human skeletons by analyzing cranial and postcranial measurements. Designed for anthropological and forensic applications, it streamlines morphological sex determination processes by automatically classifying individuals from partial or incomplete skeletal data. SexEst can help researchers minimize subjectivity and standardize results, making it beneficial for bioarchaeologists, forensic anthropologists, and other professionals handling skeletal remains. The tool’s methods are validated through extensive testing, ensuring reliability and accuracy in diverse contexts.",https://github.com/cconsta1/SexEst,,,,,,,,,,,,,,cconsta1,,,,,,Packages and libraries,Python,Biological anthropology,Shape recognition,archhist-software-tool,,,,
web_geochemistry,"web_geochemistry is a specialized software tool designed to facilitate interactive visualization and analysis of geochemical data derived from X-ray fluorescence (XRF) and neutron activation analysis (NAA). By enabling researchers to dynamically filter, compare, and plot multi-element data, it helps uncover trends and relationships in archaeological or geological samples. The open-source nature of the tool supports reproducible research, while its user-friendly interface encourages broad adoption. Through efficient data handling and visualization, web_geochemistry informs deeper insights into elemental distributions critical for provenance, compositional, or environmental studies.",https://github.com/arf-berkeley/web_geochemistry,,,,,,,,,,,,,,arf-berkeley,,,,,,Packages and libraries,R,X-Ray Fluorescence,Instrumental Neutron activation analysis,archhist-software-tool,,,
ithaca,Ithaca is a deep neural network-based system developed by DeepMind that assists in the restoration of ancient Greek inscriptions. By analyzing textual patterns and historical context, it helps scholars fill in missing parts of damaged texts and attributes them to specific dates and provenances. This approach combines advanced machine learning with epigraphic data, offering new possibilities for scholars of classical studies to better understand and preserve ancient cultural heritage.,https://github.com/deepmind/ithaca,,,,,,,,,,,,,,deepmind,,,,,,Packages and libraries,Python,Literary analysis and epigraphy,Shape recognition,archhist-software-tool,,,
archchron,"Archchron is an R-based package designed for researchers and archaeologists who need to analyze, visualize, and model archaeological chronological data. By integrating robust statistical methods with straightforward data structures, Archchron aids in refining time scales, comparing dating methods, and generating insights into temporal patterns within excavations or artifacts. Its flexible design accommodates various chronological modeling techniques, while offering comprehensive documentation and reproducible workflows. Developed by Oliver Nakoinz, Archchron streamlines and accelerates the process of chronological analysis, making it more accessible and efficient for academic research and heritage management.",,,https://gitlab.com/oliver.nakoinz/archchron,,,,,,,,,,,,oliver.nakoinz,,,,,,Packages and libraries,R,Chronological modelling,archhist-software-tool,,,,,
tutorials,These tutorials provide introductions and explanations for applying quantitative methods in archaeology, focusing on practical steps for analyzing and interpreting archaeological data. Developed by Oliver Nakoinz, they aim to guide researchers and students in understanding fundamental concepts and advanced techniques, covering statistical analyses, modeling approaches, and data-driven insights essential to archaeological inquiry. With a focus on clarity and real-world examples, these materials serve as a valuable resource to foster proficiency, encouraging the broader adoption of robust, evidence-based quantitative strategies for archaeological research.,,,https://gitlab.com/oliver.nakoinz/tutorials,,,,,,,,,,,,,,oliver.nakoinz,,,,,,Guides,,Educational resources and practical guides,Statistical analysis,,,,,,
c14-date-extractor,"This tool helps researchers or archaeologists automatically detect and parse references to Carbon-14 dating from textual corpora. It's especially helpful for cleaning massive data sets, automating the extraction of relevant dating references from text, and thus supporting large-scale research or meta-analyses. The script is designed to handle multiple textual sources, interpreting partial or ambiguous references to c14 date references. By streamlining the extraction process, it allows scholars to focus on analyzing results rather than spending time reading or scanning huge text corpora manually.",https://github.com/alexbrandsen/c14-date-extractor,,,,,,,,,,,,,,alexbrandsen,,,,,,Scripts,,Bits and bobs,"Radiocarbon dating, calibration and sequencing",Writing,archhist-software-tool,,,
joint-disease-tool,"Joint-disease-tool is an interactive software tool designed to assist researchers and students in biological anthropology, archaeology, and related fields with the diagnosis of skeletal joint pathologies. By guiding users through a structured series of questions regarding morphological features and pathological indicators, it dynamically narrows down potential causes of joint-related abnormalities. This facilitates a more accurate and standardized approach to analyzing remains from archaeological or forensic contexts, enabling more robust data collection, interpretation, and communication among experts studying human skeletal remains.",https://github.com/alexbrandsen/joint-disease-tool,,,,,,,,,,,,,,alexbrandsen,,,,,,Packages and libraries,,Biological anthropology,archhist-software-tool,,,,,
pdf-to-nested-xml,"This script automates the process of converting Dutch archaeological reports in PDF format into well-structured XML documents, preserving and reflecting each report's organizational hierarchy by section, chapter, and heading. By parsing the text and relevant metadata, the tool helps researchers easily navigate, analyze, and reuse archaeological data. With its straightforward workflow, it streamlines data processing, enabling integrated digital curation, deeper textual analysis, and an accessible format for subsequent research or archiving needs. This script is particularly useful for those working on large sets of integrated historical or archaeological data.",https://github.com/alexbrandsen/pdf-to-nested-xml,,,,,,,,,,,,,,alexbrandsen,,,,,,Scripts,Python,Bits and bobs,Writing,archhist-software-tool,,,,
archeo-bertje,"Archeo-Bertje is a specialized Dutch language model built on top of the BERT architecture, tailored for the archaeology domain. By providing domain-specific embeddings and improved text processing capabilities, it allows researchers to analyze and glean insights from archaeological texts and corpora in Dutch. By capturing linguistic nuances and specialized vocabulary, Archeo-Bertje can help streamline tasks like classification, entity recognition, or searching within large repositories of archaeological texts. This tool aims to support archaeology researchers and historians in bridging language gaps and performing advanced text analyses for improved heritage and historical studies.",https://github.com/alexbrandsen/archeo-bertje,,,,,,,,,,,,,,alexbrandsen,,,,,,"Specifications, protocols and schemas",,Machine learning,Schemas and ontologies,archhist-software-tool,,,
archaeo-CRF,"Archaeo-CRF is a specialized Conditional Random Fields (CRF) model designed to perform named entity recognition (NER) tasks in Dutch archaeology. By automatically identifying and classifying archaeological entities in textual data, it offers researchers a structured way to analyze excavation reports, scholarly works, and digitized archives. The tool transforms unstructured text into a rich dataset, enabling deeper analyses, cross-referencing of entities, and improved data management processes. Implemented in Python, Archaeo-CRF is adaptable and integrates easily into various academic workflows, making it a versatile resource for professionals in archaeology and historical sciences.",https://github.com/alexbrandsen/archaeo-CRF,,,,,,,,,,,,,,alexbrandsen,,,,,,Packages and libraries,Python,Machine learning,Schemas and ontologies,archhist-software-tool,,,
MapofComputationalArchaeology,"MapofComputationalArchaeology is an interactive, Elm-based web application that merges fantasy cartography with digital archaeology to showcase and teach computational methods. By converting TSV input into Elm code and validating data through automated scripts, it actively processes new submissions contributed by the research community. Each region on the map highlights a distinct aspect of archaeology computing, encouraging exploration and collaboration. This dynamic approach transcends mere static display, fostering ongoing growth and engagement.",https://github.com/sslarch/MapofComputationalArchaeology,,,,,,,,,,,,,,sslarch,,,,,,Products,,Diagrams and visualizations,archhist-software-tool,,,,,
chronup,"Chronup is an open-source R package designed to simulate, model, and analyze chronological uncertainties in historical, archaeological, or any other time-driven datasets. By integrating advanced probabilistic methods, it helps researchers better understand the implications of uncertain or incomplete data, ultimately refining their timeline estimations. Chronup's flexible functionalities and streamlined workflows facilitate robust exploration, allowing for reproducible and transparent chronological analyses.",https://github.com/wccarleton/chronup,,,,,,,,,,,,,,wccarleton,,,,,,Packages and libraries,R,Chronological modelling,Statistical analysis,archhist-software-tool,,, 
recmod,"Recmod is an R package that provides robust methods for analyzing and modeling Radiocarbon-dated Event Count (REC) data. By focusing on the complexities inherent to chronological modeling, this tool helps researchers refine their estimations of temporal parameters, producing more reliable insights into historical patterns and events. With built-in functionality for parameter estimation and model calibration, recmod largely benefits archaeologists and historians working with chronologically structured data sets. The package further supports flexible data handling and advanced statistical techniques, enhancing reproducibility and interpretability in research contexts.",https://github.com/wccarleton/recmod,,,,,,,,,,,,,,wccarleton,,,,,,Packages and libraries,R,Chronological modelling,"Radiocarbon dating, calibration and sequencing",archhist-software-tool,,,,
timeperiod2daterange,"Timeperiod2daterange is a Python script designed to parse references to temporal ranges commonly encountered in historical and archaeological data. By interpreting strings that refer to periods such as 'Mid Bronze Age' or '9th century BC,' it automatically converts these labels into precise date range formats. This helps researchers unify chronological data in large datasets, making it simpler to correlate, visualize, and interpret results across multiple sources. Built to integrate seamlessly with existing workflows, Timeperiod2daterange fosters improved data transparency and reproducibility in digital humanities scholarship.",https://github.com/alexbrandsen/timeperiod2daterange,,,,,,,,,,,,,,alexbrandsen,,,,,,Scripts,Python,Chronological modelling,Bits and bobs,archhist-software-tool,,,,
rarcheo,"RArcheo is an online textbook designed to help students, researchers, and practitioners in archaeology and related fields learn how to leverage the R programming language for a wide range of statistical and analytical tasks. Through its comprehensive tutorials and real-world examples, it demonstrates how to process, visualize, and interpret archaeological data, making it a valuable resource for exploration, experimentation, and research.",https://github.com/nfrerebeau/rarcheo,,,,,,,,,,,https://r-archeo.huma-num.fr/,,,nfrerebeau,,,,,,Guides,,Educational resources and practical guides,,,,,,
fellingDateR,"fellingDateR is an R package that helps dendrochronologists and other researchers estimate and combine felling dates from historical tree-ring series, even with incomplete sapwood data. By leveraging advanced statistical approaches, it refines our understanding of timber use, building construction, and dating of wooden artifacts or structures. The tool’s streamlined workflow automates data preprocessing, modeling, and result interpretation, making it indispensable in archaeological and historical studies.",https://github.com/hanecakr/fellingDateR,,,,,,,,,,,,,,hanecakr,,,,,,Packages and libraries,R,Chronological modelling,Dendrochronology,archhist-software-tool,,,,
rock-art-radnet,"Rock-Art-RadNet is a specialized deep learning model developed by the Swedish Rock Art Research Archives to identify and classify artistic elements found in historical rock art images. By leveraging advanced image recognition and shape detection techniques, the software helps archaeologists and historians systematically analyze large collections of imagery, facilitating new research insights into patterns, iconography, and cultural context. The tool can automate parts of the identification process, speeding up data analysis workflows. Researchers can integrate it into Python environments, ensuring robust and reusable workflows for academic studies and cultural heritage management.",https://github.com/Swedish-Rock-Art-Research-Archives/rock-art-radnet,,,,,,,,,,,,,,Swedish-Rock-Art-Research-Archives,,,,,,Packages and libraries,Python,Shape recognition,Iconography,archhist-software-tool,,,,
rock-art-ratopoviz,"Rock Art Ratopoviz is a Python-based tool developed by the Swedish Rock Art Research Archives that enables the creation of advanced visualizations from laser-scanned rock art data. By incorporating shape recognition techniques and leveraging user-friendly workflows, it allows researchers to transform raw 3D data into annotated, detailed imagery. This supportive environment further fosters archaeological and iconographical analysis of ancient rock art, facilitating deeper insights into cultural and historical contexts. Ratopoviz’s automated processes also streamline data interpretation, providing a vital solution for researchers exploring rock art phenomena.",https://github.com/Swedish-Rock-Art-Research-Archives/rock-art-ratopoviz,,,,,,,,,,,,,,Swedish-Rock-Art-Research-Archives,,,,,,Packages and libraries,Python,Shape recognition,Iconography,archhist-software-tool,,,,
anthroFun,anthroFun is a collection of R scripts designed to streamline the preprocessing steps commonly encountered in anthropological research. By offering ready-to-use functions that help handle, clean, and transform anthropological datasets, this package aims to simplify the workflow for data-centric studies. It supports tasks such as missing data imputation, outlier detection, and data normalization, making it easier for researchers to focus on theoretical and interpretive aspects. With an accessible interface and thorough documentation, anthroFun is intended for both novice coders and advanced users working in archaeological, ethnographic, or related fields of study.,https://github.com/ElaineYChu/anthroFun,,,,,,,,,,,,,,ElaineYChu,,,,,,Scripts,R,Bits and bobs,archhist-software-tool,,,,,,
arches-via-docker,"Arches-via-docker is a containerized version of the Arches platform, designed to streamline the deployment and management of cultural heritage and archaeological data projects. By leveraging Docker, it simplifies installation, configuration, and updates, enabling researchers and institutions to focus on analyzing and interpreting data rather than infrastructure overhead. This tool supports collaborative workflows, robust data models, and flexible customization for diverse research requirements.",https://github.com/opencontext/arches-via-docker,,,,,,,,,,,,,,opencontext,,,,,,Standalone software,,Drivers and IO,archhist-software-tool,,,,,
shootpoints-web-frontend,"This project is a specialized user interface for the ShootPoints Web total station surveying program, designed to streamline point data collection, measurement, and mapping tasks. By connecting with the underlying surveying processes, it enables researchers, archaeologists, or other field practitioners to record, visualize, and analyze spatial data in near real-time. The tool’s interactive components simplify the workflow for capturing accurate site measurements, ensuring data integrity for subsequent analysis. Through its web-based framework, ShootPoints Web Frontend fosters collaboration and efficient field data validation, supporting robust research endeavors in historical or archaeological site surveys.",https://github.com/Lugal-PCZ/shootpoints-web-frontend,,,,,,,,,,,,,,Lugal-PCZ,,,,,,Standalone software,,Site mapping,Data collection,archhist-software-tool,,,
shootpoints-web-api,"This software is a back-end and middleware solution for the ShootPoints Web total station surveying program. It offers functionalities to connect field-collected geospatial data with a robust database and provides endpoints for data storage, retrieval, and analysis. By automating the data flow from total station sensors and capturing relevant metadata, the platform streamlines mapping tasks and ensures high accuracy of field measurements. With an emphasis on usability and reliability, it is especially suitable for archaeological site documentation and other geospatial research applications.",https://github.com/Lugal-PCZ/shootpoints-web-api,,,,,,,,,,,,,,Lugal-PCZ,,,,,,Standalone software,,Site mapping,API interfaces and web scrapers,archhist-software-tool,,,,
