item_name,description,github,gist,gitlab,bitbucket,launchpad,twitter,youtube,blogpost,cran,pypi,codeberg,website,publication,DOI,author1_name,author2_name,author3_name,author4_name,author5_name,author6_name,category,platform,tag1,tag2,tag3,tag4,tag5,notes,internetarchive
pyArchInit,"pyArchInit is a Python-based plugin for QGIS designed to comprehensively manage archaeological data in a GIS setting. Established in 2005, it centralizes alphanumeric, cartographic, and multimedia information to support field surveys, post-excavation analysis, and data integration with official or academic repositories. By providing intuitive georeferencing, digitization, and record-keeping tools, pyArchInit bridges academic research and real-world workflows. Built under open-source principles, it is readily extensible, ensuring a seamless integration of novel methods or modules for archaeological contexts.",,,,,,,,,,,,https://sites.google.com/site/pyarchinit/,,,pyarchinit,,,,,,Packages and libraries,QGIS,Data management,archhist-software-tool,,,,,
tidypaleo,"tidypaleo is an R package that streamlines data wrangling, visualization, and analysis tasks for multi-proxy paleo-archive data. By leveraging the tidyverse approach, it organizes complex paleoclimate datasets into cohesive data structures for deeper exploration. Researchers can efficiently integrate chronological controls, geochemical measurements, and other proxy data, generating publication-quality plots and applying advanced statistical techniques. Its flexible, script-based workflow fosters reproducible science, making it an excellent resource for reconstructing past climate dynamics or analyzing paleoecological patterns.",https://github.com/paleolimbot/tidypaleo,,,,,,,,,,,,,,paleolimbot,,,,,,Packages and libraries,R,Data management,Palaeoclimate modelling,archhist-software-tool,,,,https://archive.org/details/github.com-paleolimbot-tidypaleo_-_2020-12-30_14-14-17
historical-geocoding-assistant,"Historical Geocoding Assistant is a user-friendly software solution designed to facilitate the geocoding of historical datasets, bridging the gap between fully manual processes and fully automated approaches. By providing an intuitive interface for table editing, integrated geocoding scripts, and thorough data validation, the application helps researchers precisely locate historical sites and structures. The tool supports various coordinate systems, enabling systematic, accurate mapping of places across time. This approach streamlines the process for historians, archaeologists, and other researchers, removing guesswork from spatial analysis.",https://github.com/adammertel/historical-geocoding-assistant,,,,,,,,,,,,,,adammertel,,,,,,Standalone software,,Data management,archhist-software-tool,,,,,https://archive.org/details/github.com-adammertel-historical-geocoding-assistant_-_2021-02-04_13-33-32
ODKArchForms,"ODKArchForms is a set of Open Data Kit forms and specialized conversion scripts designed to streamline archaeological data collection, documentation, and analysis. It includes region-specific forms such as New Mexico LA Forms, photologs, and other essential records, enabling field researchers to gather and transform data quickly and accurately. With its flexible architecture, ODKArchForms simplifies data input, fosters collaboration among team members, and supports efficient archiving. By seamlessly integrating with established workflows, it helps archaeologists maintain consistent, high-quality datasets for further investigation and research.",https://github.com/UNMOCA/ODKArchForms,,,,,,,,,,,,,,UNMOCA,,,,,,Packages and libraries,Open Data Kit,Data management,archhist-software-tool,,,,,https://archive.org/details/github.com-UNMOCA-ODKArchForms_-_2016-02-17_22-32-59
E5,"E5 is a generalized data entry program developed for archaeologists, enabling researchers to define custom fields through a flexible configuration file. By tailoring data entry parameters, E5 streamlines the process of recording and organizing archaeological data across diverse excavations, surveys, or lab analyses. It also helps maintain standardized records of site features, artifacts, and observations while ensuring consistency in data collection. Researchers can easily adapt E5 to accommodate evolving project needs, facilitating accurate documentation, further analysis, and collaborative sharing of archaeological data.",https://github.com/surf3s/E5,,,,,,,,,,,,,,surf3s,,,,,,Standalone software,,Data management,archhist-software-tool,,,,,https://archive.org/details/github.com-surf3s-E5_-_2019-11-15_12-18-58
dedalo,"Dedalo is a comprehensive knowledge management system designed to document, preserve, and explore both tangible and intangible cultural heritage, natural heritage, and oral history. Through a flexible and modular approach, it enables users to organize and link diverse forms of data, such as images, audio, texts, and metadata, facilitating collaborative research, analysis, and interpretation. With Dedalo, heritage professionals, historians, and archaeologists can integrate varied datasets, reveal connections, and share insights, ensuring that critical cultural knowledge is safeguarded and transmitted for future generations.",https://github.com/renderpci/dedalo,,,,,,,,,,,,,,renderpci,,,,,,Standalone software,,Data management,archhist-software-tool,,,,,https://archive.org/details/github.com-renderpci-dedalo_-_2021-01-16_08-50-03
ishtar,"Ishtar is an open-source database platform designed for the management and documentation of archaeological data. By prioritizing maximum traceability, it supports advanced features such as inter-database communication and distributed data models, ensuring that researchers can dynamically collaborate and share findings across various excavation projects. With capabilities for systematically handling archaeological records, it aims to facilitate thorough analysis of artifacts, contexts, and stratigraphic relationships. The software fosters transparency in data provenance, enabling scholars to maintain clear data lineage while integrating multiple data sources in a flexible, standardized environment.",,,https://gitlab.com/iggdrasil/ishtar,,,,,,,,,https://ishtar-archeo.net/en/,,,iggdrasil,,,,,,Standalone software,,Data management,archhist-software-tool,,,,,https://archive.org/details/gitlab.com-iggdrasil-ishtar_-_2021-02-12_16-06-23
Stratibase,"Stratibase is a dedicated field recording database application currently implemented in FileMaker FP7. It aims to provide an extremely streamlined environment for archaeologists to record and manage stratigraphic data in the field. By focusing on minimalistic design and essential functionality, it offers a straightforward workflow for capturing, organizing, and analyzing context layers and excavation details. The software helps researchers track changes and relationships between different layers, enabling them to tag, compare, and interpret stratigraphic sequences. This tool is particularly useful for efficiently managing site data and ensuring consistency across excavation projects.",,,,,,,,,,,,https://abp.hypotheses.org/le-programme-bassin-parisien/les-projets/les-projets-associes-au-programme/fsn,,,Bruno Desachy,,,,,,Standalone software,,Data management,archhist-software-tool,,,,,
Fiche Stratigraphique Numérique (FSN),"Fiche Stratigraphique Numérique (FSN) is a specialized software application designed to facilitate efficient field recording and comprehensive management of archaeological site data. Created for archaeologists working in the Paris Basin region, FSN streamlines data entry, organizes contextual information about stratigraphic layers, and enables systematic documentation of excavation processes. By integrating digital tools for data capture, analysis, and archiving, FSN assists researchers in better understanding site stratigraphy, ensuring accuracy, and improving collaboration across archaeological teams. This tool also supports the reproducibility and long-term preservation of vital excavation records.",,,,,,,,,,,,https://abp.hypotheses.org/le-programme-bassin-parisien/les-projets/les-projets-associes-au-programme/fsn,,,Bruno Desachy,,,,,,Standalone software,,Data management,archhist-software-tool,,,,,
QuARI,"QuARI is a flexible, open-source database interface that streamlines the iterative and non-linear workflows frequently used in lithic analysis. By integrating data collection, organization, and dynamic querying capabilities, QuARI supports archaeologists and researchers in rapidly exploring and interpreting stone artifacts. Its features encourage experimentation with classification schemes, attribute analysis, and morphological comparisons, making it an essential tool for bridging raw data acquisition and interpretive insights. This approach fosters deeper inquiry and collaborative study of archaeological lithic assemblages.",https://github.com/zackbatist/QuARI,,,,,,,,,,,,,10.1017/aap.2021.11,zackbatist,dcontre,Ciara Zogheib,,,,Scripts,R,Data collection,Lithic analysis,archhist-software-tool,,,,https://archive.org/details/github.com-zackbatist-QuARI_-_2021-01-29_14-34-38
paleocoreR,"paleocoreR is an R package that provides tools for interacting with the Paleocore API, facilitating the retrieval, manipulation, and analysis of paleontological and archaeological data. By offering functions to query the underlying database, transform data, and integrate it with user workflows, the package helps researchers expedite data-driven analyses in the historical sciences. Whether used for field data management or large-scale data exploration, paleocoreR aims to streamline research processes and support robust inquiries into past ecosystems and cultural developments.",https://github.com/paleocore/paleocoreR,,,,,,,,,,,http://paleocore.github.io/paleocoreR/,,,paleocore,,,,,,Packages and libraries,R,API interfaces and web scrapers,archhist-software-tool,,,,,https://archive.org/details/github.com-paleocore-paleocoreR_-_2014-07-18_20-59-37
binford,"This repository presents the datasets compiled by Lewis R. Binford for his 2001 book, 'Constructing Frames of Reference.' They encompass ethnographic and environmental data from cultures worldwide, offering a robust empirical base for analyzing and testing archaeological theories. By structuring these data for open access, researchers can investigate cross-cultural patterns in subsistence, settlement, and cultural behavior. Maintained by Ben Marwick, the repository aims to support reproducible research and foster a deeper understanding of human adaptation across diverse ecological contexts.",https://github.com/benmarwick/binford,,,,,,,,,,,,,,benmarwick,,,,,,Lists and datasets,,Datasets,,,,,,https://archive.org/details/github.com-benmarwick-binford_-_2017-06-20_12-21-46
evoarchdata,"Evoarchdata is a curated repository of open datasets compiled from various studies focusing on cultural evolution within archaeological contexts. This collection aims to facilitate research by aggregating raw data, metadata, and references from multiple sources. By providing easy access to these resources, evoarchdata enables scholars to examine patterns of cultural change, compare findings across different sites and time periods, and reanalyze published results. The repository features materials relevant to anthropological research, evolutionary theory, and data-driven archaeology, ensuring a comprehensive foundation for collaborative projects.",https://github.com/benmarwick/evoarchdata,,,,,,,,,,,,,,benmarwick,,,,,,Lists and datasets,,Datasets,Cultural evolution,,,,,https://archive.org/details/github.com-benmarwick-evoarchdata_-_2020-08-20_14-00-44
DObsiSS,"DObsiSS is a curated database that compiles references, data, and research findings on the sourcing of obsidian in archaeological contexts. It aims to facilitate the discovery and sharing of scholarly work relevant to obsidian provenance, forging connections between labs, field researchers, and broader academic communities. By centralizing studies on volcanic glass artifacts, DObsiSS helps to expand comparative analyses, fosters robust methodological exchange, and supports interdisciplinary collaborations in archaeology and related fields.",https://github.com/zackbatist/DObsiSS,,,,,,,,,,,,,,zackbatist,,,,,,Lists and datasets,,Datasets,,,,,,https://archive.org/details/github.com-zackbatist-DObsiSS_-_2017-01-25_04-57-41
cawd,"This R package provides a suite of data sets and functionalities for analyzing and exploring ancient world data, including historical records, archaeological artifacts, and more. It aggregates a variety of open-source data sets from across the web, unifying them into standardized formats for easier manipulation in R. By automatically retrieving, cleaning, and organizing these data, cawd assists researchers in performing robust historical or archaeological analyses and facilitates cross-comparisons of textual or material evidence from different regions or time periods.",https://github.com/sfsheath/cawd,,,,,,,,,,,,,,sfsheath,,,,,,Packages and libraries,R,API interfaces and web scrapers,archhist-software-tool,,,,,https://archive.org/details/github.com-sfsheath-cawd_-_2017-12-21_20-32-33
shkrdata,"shkrdata is an R package that streamlines the retrieval and preparation of archaeological data from the SHKR repository for advanced analysis. It automates data downloads, formats them according to research requirements, and provides robust functions for cleaning, merging, and validating datasets. By consolidating these steps, shkrdata enables researchers in archaeology to more efficiently explore cultural, environmental, or historical patterns, fostering quicker insights and reproducible workflows.",https://github.com/ISAAKiel/shkrdata,,,,,,,,,,,,,,ISAAKiel,,,,,,Packages and libraries,R,API interfaces and web scrapers,archhist-software-tool,,,,,https://archive.org/details/github.com-ISAAKiel-shkrdata_-_2020-07-20_09-44-14
archdata,"The archdata package is a collection of publicly available data sets curated from archaeological research, designed as a resource for demonstration or teaching in both archaeology and data analysis. It primarily includes data from published reports, covering topics such as site distributions, artifact counts, and chronological sequences. Students and professionals can use these data sets for instructional examples, test analyses, or replicating published results. Although useful for hands-on exploration, the package itself does not provide advanced data processing or analysis tools beyond offering data sets.",,,,,,,,,https://cran.r-project.org/package=archdata,,,,,,David L. Carlson,Georg Roth,,,,,Packages and libraries,R,Datasets,,,,,,
benmarwickopencontext.r,"An R script that explores the opencontext.org API by retrieving and processing data relevant to archaeological research. By demonstrating basic queries, data transformations, and exploration of curated datasets from the Open Context platform, it acts as a foundation for building more advanced workflows or analyses of archaeological artifacts, sites, and collections. Its open-source nature supports reproducibility and encourages customization for specialized research needs.",,https://gist.github.com/benmarwick/50aa4c39b7d955d0ec40,,,,,,,,,,,,benmarwick,,,,,,Scripts,R,API interfaces and web scrapers,archhist-software-tool,,,,,,https://archive.org/details/gist.github.com-50aa4c39b7d955d0ec40_-_2016-09-16_22-55-57
radiocarbon-scrapers,"Radiocarbon-scrapers is a collection of scripts designed to automatically gather up-to-date radiocarbon dating records from various public databases. By programmatically accessing and parsing these online sources, it streamlines the data collection process for researchers. The tool aims to support archaeologists and scholars who rely on radiocarbon data for chronological analyses, comparative studies, and interdisciplinary collaborations. Built with JavaScript, this package focuses on robust data handling, ensuring that users can easily adapt or scale its scraping functionality to match their specific research needs.",,,,,,,,,,,https://codeberg.org/steko/radiocarbon-scrapers,,,,steko,,,,,,Scripts,JavaScript,API interfaces and web scrapers,archhist-software-tool,,,,,https://archive.org/details/codeberg.org-steko-radiocarbon-scrapers_-_2020-03-27_10-55-09
R-Scripts,"This repository provides a suite of R scripts and associated datasets that explore themes of human mobility, subsistence strategies, population distribution, and environmental productivity using data drawn from the Standard Cross-Cultural Sample. Through these scripts, researchers can analyze, visualize, and model various aspects of cultural and ecological systems, offering insights into how human societies adapt to their environments over time. The scripts facilitate quantitative examination, enabling users to generate meaningful interpretations of cross-cultural data within historical and anthropological contexts.",https://github.com/isaacullah/R-Scripts,,,,,,,,,,,,,,isaacullah,,,,,,Lists and datasets,,Datasets,archhist-software-tool,,,,,https://archive.org/details/github.com-isaacullah-R-Scripts_-_2018-04-23_23-56-35
roman-empire,"This repository offers a vector tile-based map of the Roman Empire, developed by Klokantech. The project uses modern web-mapping technologies to present historical boundaries, settlements, and infrastructure from ancient times in a format easily rendered by map viewers. The data appear suitable for historical exploration and educational uses, allowing researchers or enthusiasts to cross-reference Roman provincial boundaries or city distributions with modern tools. However, from the available documentation, it does not appear to incorporate dynamic data processing or advanced computational features beyond static visualization, making it primarily a resource for display rather than active research or analysis.",https://github.com/klokantech/roman-empire,,,,,,,,,,,,,,klokantech,,,,,,Lists and datasets,,Datasets,,,,,,https://archive.org/details/github.com-klokantech-roman-empire_-_2020-10-23_20-34-48
roman-amphitheaters,"roman-amphitheaters is an archived project containing a comprehensive dataset of Roman amphitheaters, including CSV and GeoJSON files, accompanied by Markdown discussions. The repository features a Jupyter Notebook for analyzing data on amphitheater distribution, size, and historical context, offering insights into the significance of these ancient structures across the Roman Empire. Although the project is out of date, it provides valuable references and partial code-based approaches for examining and visualizing amphitheaters, making it a notable resource for those researching Roman-era architecture and history.",https://github.com/sfsheath/roman-amphitheaters,,,,,,,,,,,,,,sfsheath,,,,,,Lists and datasets,,Datasets,archhist-software-tool,,,,,https://archive.org/details/github.com-sfsheath-roman-amphitheaters_-_2020-06-19_14-28-07
ramphs,"ramphs is an R package that provides datasets and metadata regarding Roman amphitheaters across the ancient Roman empire. This package compiles an extensive array of amphitheater attributes, including geospatial coordinates, architectural details, historical references, and other relevant data points. It aims to assist scholars and hobbyists in exploring structural similarities, chronological distributions, or geographical patterns among Roman amphitheaters through R. The package can be integrated with other R libraries for further analysis or visualization.",https://github.com/sfsheath/ramphs,,,,,,,,,,,,,,sfsheath,,,,,,Lists and datasets,,Datasets,,,,,,https://archive.org/details/github.com-sfsheath-ramphs_-_2014-12-19_20-59-57
roman-maps,"roman-maps is a collection of GeoJSON files that provide spatial data on Roman history, specifically focusing on boundaries, locations, roads, and regions from the ancient Roman world. Originally adapted from the Ancient World Mapping Center's shapefiles under a CC-BY-NC license, this repository enhances user access to historically significant geographical details. By offering a variety of Roman-era mapping resources, the project aims to facilitate research, visualization, and teaching in classical studies, digital humanities, and beyond. The data can serve as a foundation for historical GIS analyses and other related academic inquiries.",https://github.com/sfsheath/roman-maps,,,,,,,,,,,,,,sfsheath,,,,,,Lists and datasets,,Datasets,,,,,,https://archive.org/details/github.com-sfsheath-roman-maps_-_2014-09-22_01-44-03
gorbit,"Gorbit is a Python-based resource that streamlines Orbis data usage for researchers exploring the ancient world. By simplifying data ingestion, transformation, and convenient manipulation, it helps scholars glean deeper insights from Orbis’s historical datasets. The tool addresses challenges such as data structure complexities, ensuring that users can focus on analysis and interpretation. With gorbit, researchers can more easily integrate Orbis data into their own computational workflows.",https://github.com/sfsheath/gorbit,,,,,,,,,,,,,,sfsheath,,,,,,Lists and datasets,,Datasets,archhist-software-tool,,,,,https://archive.org/details/github.com-sfsheath-gorbit_-_2015-01-27_16-16-08
rorbium,"Rorbium is an R package built around ORBIS, the interactive geospatial network model of the Roman world developed at Stanford University. This package aims to help researchers explore, analyze, and visualize historical data about ancient trade routes, distances, and travel times within the Roman Empire. By providing convenient functions for data manipulation, route calculations, and mapping, rorbium streamlines historical research workflows in R. Through these capabilities, it fosters deeper insights into the complexities of ancient transportation networks and economic interactions, making it a valuable resource for digital humanities and classical studies.",https://github.com/sfsheath/rorbium,,,,,,,,,,,,,,sfsheath,,,,,,Lists and datasets,,Datasets,archhist-software-tool,,,,,https://archive.org/details/github.com-sfsheath-rorbium_-_2014-12-25_21-10-56
aca_data_collection,"aca_data_collection is a curated repository of archaeological datasets designed to help students and researchers develop and refine their skills in analyzing, interpreting, and understanding historical sites, artifacts, and cultural contexts. It features diverse data, including cataloged records, site surveys, and metadata from excavations. By offering content for hands-on practice, this collection fosters deeper insights into archaeological methodologies and techniques.",https://github.com/archca/aca_data_collection,,,,,,,,,,,,,,archca,,,,,,Lists and datasets,,Datasets,,,,,,https://archive.org/details/github.com-archca-aca_data_collection_-_2019-08-13_12-25-24
ancient-ceramic-kilns,"These GeoJSON files provide an extensive catalog of ceramic kilns from the ancient world, referencing findings without strict chronological or geographical limits. Researchers and enthusiasts can explore, visualize, and compare kilns across different regions, enabling cross-cultural studies of ceramic production methods, trade networks, and technological advances. The dataset aims to encourage collaboration, foster new insights into ancient manufacturing techniques, and broaden our understanding of how pottery shaped historical communities. By presenting these kilns in a flexible GIS-friendly format, it facilitates integration with broader geospatial analyses.",,,,,,,,,,,https://codeberg.org/steko/ancient-ceramic-kilns,,,,steko,,,,,,Lists and datasets,,Datasets,Ceramic analysis,,,,,https://archive.org/details/codeberg.org-steko-ancient-ceramic-kilns_-_2020-04-18_22-52-07
neotoma,"Neotoma is an R package that provides a streamlined interface for accessing, querying, and analyzing data from the Neotoma Paleoecological Database. The database includes a wide range of past ecological and paleoenvironmental datasets, such as fossil pollen records, enabling researchers to reconstruct historical climates and ecosystems. By offering programmatic data retrieval and processing functionalities, Neotoma facilitates advanced analyses, visualization, and modeling in fields ranging from paleoecology to archaeology, providing robust support for reproducible and transparent research workflows.",https://github.com/ropensci/neotoma,,,,,,,,,,,,,,ropensci,,,,,,Packages and libraries,R,API interfaces and web scrapers,Palaeoclimate modelling,archhist-software-tool,,,,https://archive.org/details/github.com-ropensci-neotoma_-_2020-09-20_18-21-19
c14bazAAR,"c14bazAAR is an R package that streamlines the retrieval and management of radiocarbon date data from multiple openly accessible databases. With c14bazAAR, researchers can seamlessly query, clean, calibrate, merge, and interpret radiocarbon datasets, enabling robust cross-analyses for archaeological and historical studies. The package automates repetitive tasks such as data wrangling and calibration curve application, providing a consistent workflow for exploring chronological frameworks. By facilitating advanced date-based research, c14bazAAR fosters reproducibility and rigor in archaeological investigations.",https://github.com/ropensci/c14bazAAR,,,,,,,,,,,,https://doi.org/10.21105/joss.01914,,ISAAKiel,,,,,,Packages and libraries,R,API interfaces and web scrapers,Radiocarbon dating, calibration and sequencing,archhist-software-tool,,,https://archive.org/details/github.com-ropensci-c14bazAAR_-_2021-01-28_19-41-36
paleofire,"paleofire is an R package designed for analyzing sedimentary charcoal records from the Global Charcoal Database. It helps researchers reconstruct historical and prehistoric fire activity by providing tools for data retrieval, cleaning, and statistical analysis. The package supports comparisons across multiple sites, facilitating the exploration of regional and global patterns in biomass burning through time. By integrating paleoclimate proxies, paleofire aids in interpreting how fire regimes have changed in relation to environmental and climatic shifts.",https://github.com/oblarquez/paleofire,,,,,,,,,,,https://www.gpwg.paleofire.org/,,,oblarquez,,,,,,Packages and libraries,R,API interfaces and web scrapers,Palaeoclimate modelling,archhist-software-tool,,,,https://archive.org/details/github.com-oblarquez-paleofire_-_2020-02-14_20-29-05
GCD,"The Global Charcoal Database (GCD) is a curated compilation of charcoal records from sediments spanning various time periods and geographical regions. It aims to facilitate cross-study comparisons and support research on past fire activity, climate change, and human-environment interactions. By integrating charcoal data from multiple sources, the GCD offers a comprehensive resource for analyzing global patterns and trends in fire history. Researchers can use this database to investigate fire regimes, ecological shifts, and anthropogenic impacts on landscapes over time.",https://github.com/oblarquez/GCD,,,,,,,,,,,,,,oblarquez,,,,,,Lists and datasets,,Datasets,,,,,,https://archive.org/details/github.com-oblarquez-GCD_-_2020-10-26_18-54-03
Roman-material-database-info,"This resource is both a curated collection of Roman building materials from antiquity as well as a set of data-cleaning scripts that transforms raw text or CSV data into standardized formats, enabling the creation of 3D and VR models of historical structures. By actively processing and organizing the data, the repository helps archaeologists and historians better analyze building patterns, material usage, and reconstruction possibilities in ancient construction. The integrated Python scripts underscore its potential as a dynamic research tool.",https://github.com/rkn2/Roman-material-database-info,,,,,,,,,,,,,,rkn2,,,,,,Lists and datasets,,Datasets,archhist-software-tool,,,,,https://archive.org/details/github.com-rkn2-Roman-material-database-info_-_2018-06-07_15-08-29
archaeology-data-service,"Archaeology Data Service is a versatile mobile application designed to streamline the on-site collection and management of archaeological data. By offering intuitive forms and integrated tools for cataloging artifacts, remains, and excavation details, it supports researchers in systematically documenting important information in real time. The application features offline capabilities, data validation, and efficient cloud synchronization, ensuring that data remains accurate, easily accessible, and secure. This helps archaeologists analyze findings more effectively, share results with collaborators, and enhance overall research workflows. Its user-friendly design makes it an indispensable resource for archaeological fieldwork.",https://github.com/anatolian/archaeology-data-service,,,,,,,,,,,,,,anatolian,,,,,,Packages and libraries,Mobile app,API interfaces and web scrapers,archhist-software-tool,,,,,https://archive.org/details/github.com-anatolian-archaeology-data-service_-_2020-06-05_18-22-23
munsell-plot.R,"Munsell-plot.R is an R script that helps researchers create stratigraphic diagrams illustrating sediment color distribution using Munsell color values. By processing input data on sediment layers, it automates color-coded visualizations that highlight changes in soil composition over depth. This tool is particularly beneficial for archaeological or geological analyses, enabling quick interpretation of subsurface material characteristics in excavation sites. With flexible parameters and integrated charting capabilities, munsell-plot.R streamlines qualitative observations of sediment color into comprehensive visual summaries for research and reporting.",,https://gist.github.com/benmarwick/f32cbc2fe7297ec9f276b52c118a249a,,,,,,,,,,,,,benmarwick,,,,,,Scripts,R,Diagrams and visualizations,archhist-software-tool,,,,,https://archive.org/details/gist.github.com-f32cbc2fe7297ec9f276b52c118a249a_-_2019-03-16_00-28-14
Ceramic-Frequency-Date-Plot,"This R script offers an interactive method for exploring site date ranges through ceramic frequency data, originally suggested by Wesley Bernardini at Redlands University. By visualizing distribution patterns and temporal clusters, the script helps researchers refine time intervals, identify chronological gaps, and compare multiple sites with improved precision. Its approach underscores the significance of nuanced quantitative analysis in verifying or adjusting established chronological frameworks, thereby facilitating deeper insights into archaeological assemblages and their historical contexts.",https://github.com/mpeeples2008/Ceramic-Frequency-Date-Plot,,,,,,,,,,,,,,mpeeples2008,,,,,,Scripts,R,Diagrams and visualizations,Ceramic analysis,archhist-software-tool,,,,https://archive.org/details/github.com-mpeeples2008-Ceramic-Frequency-Date-Plot_-_2018-05-11_04-48-23
Ford-Diagram,"This R function generates a Ford diagram, a specialized visualization that helps archaeologists compare the relative frequencies of artifacts from different contexts through time. By incorporating error bars based on sample size, the function ensures a more robust interpretation of the data, letting researchers easily detect patterns or anomalies in artifact distributions. Users can supply count data, which the function processes to plot the resulting seriation diagram. Ideal for archaeological or heritage professionals and scholars analyzing chronological ordering, this tool simplifies data exploration and fosters insight into change over time.",https://github.com/mpeeples2008/Ford-Diagram,,,,,,,,,,,,,,mpeeples2008,,,,,,Scripts,R,Diagrams and visualizations,Seriation,archhist-software-tool,,,,https://archive.org/details/github.com-mpeeples2008-Ford-Diagram_-_2019-01-14_18-46-58
osteoGIS,"osteoGIS is an R-based package that helps archaeologists, anthropologists, and researchers quickly plot and visualize skeletal data on standard templates, enabling comparative morphological analysis and integration with other GIS-based systems. By automating the process of mapping data onto skeletal frames, osteoGIS supports side-by-side assessments of metric or observational data from multiple samples. This tool aids in contextualizing skeletal remains within broader datasets, thus enhancing presentations, facilitating collaboration, and reinforcing data-driven insights in anthropological and archaeological research.",https://github.com/davidcorton/osteoGIS,,,,,,,,,,,,,,davidcorton,,,,,,Packages and libraries,R,Diagrams and visualizations,archhist-software-tool,,,,,https://archive.org/details/github.com-davidcorton-osteoGIS_-_2016-11-30_23-04-56
munsell,"munsell is an R package that provides straightforward access to and manipulation of the Munsell color system. Through a series of functions, it offers accurate color conversions and visualizations, enabling precise color specification for data analysis. The package is especially useful in fields like archaeology or geology, where standardized color references can inform evidence-based research. By streamlining color management in R, 'munsell' enhances reproducibility, fosters consistent data documentation, and integrates seamlessly with other data processing and visualization workflows.",https://github.com/cwickham/munsell/,,,,,,,,https://cran.r-project.org/package=munsell,,,,,,cwickham,,,,,,Packages and libraries,R,Diagrams and visualizations,archhist-software-tool,,,,,https://archive.org/details/github.com-cwickham-munsell_-_2019-09-24_04-56-16
khroma,"Khroma is an R package specifically designed for generating and applying color schemes tailored to archaeological data visualization. It provides an array of scientifically grounded palettes, ensuring consistent and interpretable color mapping across different research scenarios. By handling aspects such as color blindness awareness and context-specific palettes, khroma aids in the effective visual communication of archaeological or historical data. This tool is actively maintained by tesselle, offering robust documentation, examples, and support for researchers looking to elevate their data visualizations through refined color usage.",https://github.com/tesselle/khroma,,,,,,,,https://cran.r-project.org/package=khroma,,,https://packages.tesselle.org/khroma/,,10.5281/zenodo.1472077,tesselle,,,,,,Packages and libraries,R,Diagrams and visualizations,archhist-software-tool,,,,,https://archive.org/details/github.com-tesselle-khroma_-_2021-01-26_17-55-46
rekrei,"Rekrei, formerly Project Mosul, is a volunteer-driven platform that aims to digitally preserve cultural heritage sites damaged or destroyed by conflict or natural disasters. Through community collaboration, users upload photographs and contribute to the collective effort of reconstructing artifacts and monuments using external photogrammetry tools. The project focuses on raising awareness and participation in cultural heritage protection. Although the platform organizes images and hosts collections, the computational processes that generate 3D models are performed externally, making Rekrei primarily a repository and display portal rather than a robust research or data analysis tool.",https://github.com/rekrei/rekrei,,,,,,,,,,,,,,rekrei,,,,,,Standalone software,,Platforms and publications,,,,,,https://archive.org/details/github.com-rekrei-rekrei_-_2021-01-14_19-27-48
archaeological-object-sharing,"Archaeological-object-sharing is an online environment dedicated to facilitating the discovery, viewing, and exchange of 3D models and related data for archaeological artifacts. By providing a centralized platform for researchers, students, and enthusiasts, it allows for in-depth comparisons of objects from different regions and time periods. Through user-generated content and collaborative features, it aims to foster interdisciplinary communication, spark new insights into artifact typologies, and encourage the advancement of comparative research within the field of archaeology.",https://github.com/anatolian/archaeological-object-sharing,,,,,,,,,,,,,,anatolian,,,,,,Standalone software,,Platforms and publications,,,,,,https://archive.org/details/github.com-anatolian-archaeological-object-sharing_-_2017-01-25_19-13-38
open-context-py,"open-context-py is a Python-based code-base that helps researchers integrate, manage, and publish archaeological and historical data using the Open Context platform. Through robust data transformation and curation features, this project aims to streamline the maintenance of dynamic datasets, ensuring they remain both accessible and reliable. By simplifying the complexities of data publishing, it allows researchers to focus on producing high-quality metadata and analysis, while also promoting collaborative workflows. This improved system furthers the goals of Open Context by facilitating sustainable data management, ultimately advancing digital scholarship in archaeology and related fields.",https://github.com/ekansa/open-context-py,,,,,,,,,,,,,,ekansa,,,,,,Standalone software,,Platforms and publications,archhist-software-tool,,,,,https://archive.org/details/github.com-ekansa-open-context-py_-_2021-02-01_02-54-37
paleocore,"paleocore is a specialized open-source framework designed to facilitate the standardization, integration, and analysis of paleontological and archaeological data. By offering custom data models, comprehensive metadata fields, and user-friendly tools, paleocore empowers researchers to streamline data sharing and transform scattered datasets into coherent, valuable resources for collaborative studies. Its robust features support the needs of interdisciplinary teams, fostering reproducible research, knowledge exchange, and new insights within the paleoanthropological community.",https://github.com/paleocore/paleocore-retired,,,,,,,,,,,https://paleocore.org/,,,paleocore,,,,,,Standalone software,,Platforms and publications,archhist-software-tool,,,,,https://archive.org/details/github.com-paleocore-paleocore-retired_-_2018-01-05_20-00-41
NRHP_Metadata_Scheme,"This repository provides a structured metadata scheme for the National Register of Historic Places (NRHP), derived from the official guidelines published in the National Park Service (NPS) Bulletin 16. It aims to standardize how researchers and archivists describe and document properties listed in the NRHP by defining controlled vocabularies, data fields, and relationships. By adhering to this framework, historical data can be more consistently recorded, shared, and analyzed across multiple archives and platforms, facilitating better documentation, preservation, and study of cultural heritage sites.",https://github.com/aejolene/NRHP_Metadata_Scheme,,,,,,,,,,,,,,aejolene,,,,,,Specifications, protocols and schemas,,Schemas and ontologies,,,,,https://archive.org/details/github.com-aejolene-NRHP_Metadata_Scheme_-_2019-03-21_20-40-51
