Tool_Name_Raw,Tool_Name_Standardised,LLM_Service,LLM_Model,Harness,Run_Quality,Journal,Article_Title,Article_Authors,Issue_Number,Year,URL_DOI,Discovery_Context,Sheet_Name,Additional_Notes,Verification_Status,Extraction_Completeness
dataARC cyberinfrastructure,dataARC cyberinfrastructure,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,A Lockpick's Guide to dataARC: Designing Infrastructures and Building Communities to Enable Transdisciplinary Research,Rachel Opitz; Colleen Strawhacker; Philip Buckland; Jackson Cothren; Tom Dawson; Andrew Dugmore; George Hambrecht; Willem Koster; Emily Lethbridge; Ingrid Mainland; Tom McGovern; Anthony Newton; Gísli Pálsson; Tom Ryan; Richard Streeter; Elisabeth Stade; Vicki Szabo; Polly Thompson,56,2021,https://intarch.ac.uk/journal/issue56/15/index.html,Primary,IA-run2-success,NABO digital research infrastructure for long-term human-ecodynamics in North Atlantic,CONFIRMED,COMPLETE
3D scanning and 3D printing technology,3D scanning and 3D printing technology,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,"Creation of Functional Replica Roman and Late Antique Musical Instruments through 3D Scanning and Printing Technology, and their use in research and museum education",Ellen Swift; Lloyd Bosworth; David Creese; George Morris; April Pudsey; Justin Richardson; Jo Stoner; Frank Walker; Georgia Wright,56,2021,https://intarch.ac.uk/journal/issue56/1/index.html,Primary,IA-run2-success,Generic technology category not specific software (article uses Romer Laser Scan/Metashape/SpectrumView),MISATTRIBUTED,COMPLETE
Agisoft PhotoScan (photogrammetry),Agisoft PhotoScan,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,From Archive to GIS: Recovering Spatial Information for Tholos IV at the Palace of Nestor from the Notebooks of Lord William Taylour,Michael P. A. Loy; Sharon R. Stocker; Jack L. Davis,56,2021,https://intarch.ac.uk/journal/issue56/5/index.html,Primary,IA-run2-success,In metadata - photogrammetry software for 3D model synthesis and georectification,CONFIRMED,COMPLETE
Swedish National Data Service (SND),Swedish National Data Service,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,A Turn Towards the Digital. An Overview of Swedish Heritage Information Management Today,Daniel Löwenborg; Maria Jonsson; Åsa Larsson; Johan Nordinge,58,2021,https://intarch.ac.uk/journal/issue58/19/index.html,Primary,IA-run2-success,Swedish data repository hosting archaeological excavation data - §2.2,CONFIRMED,COMPLETE
Archaeology Data Service (ADS),Archaeology Data Service,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Archiving Archaeological Data in the United Kingdom,Julian D. Richards,58,2021,https://intarch.ac.uk/journal/issue58/21/index.html,Mentioned,IA-run2-success,UK digital preservation organisation created 1996,CONFIRMED,COMPLETE
OASIS,OASIS,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Archiving Archaeological Data in the United Kingdom,Julian D. Richards,58,2021,https://intarch.ac.uk/journal/issue58/21/index.html,Mentioned,IA-run2-success,In metadata - system for recording/indexing archaeological investigations,CONFIRMED,COMPLETE
Archeologiczne Zdjęcie Polski (AZP) program,Archeologiczne Zdjęcie Polski (AZP) program,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Belated Measures - the Reality of Digital Archaeological Archiving in Poland,Agnieszka Oniszczuk; Agnieszka Makowska,58,2021,https://intarch.ac.uk/journal/issue58/12/index.html,Primary,IA-run2-success,Poland's main archaeological heritage resource - ~460000 sites since 1978 fieldwalking project,CONFIRMED,COMPLETE
Askeladden (Norway site registry),Askeladden,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Curation of Digital Archaeological Data in Norway,Mieko Matsumoto; Espen Uleberg,58,2021,https://intarch.ac.uk/journal/issue58/29/index.html,Primary,IA-run2-success,Norway's national Historic Environment Records (HER) managed by Riksantikvaren,CONFIRMED,COMPLETE
Archaeological Map of Bulgaria (AMB),Archaeological Map of Bulgaria,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Current State of Archiving Archaeological Reports in Bulgaria: still more physical than digital,Nadezhda Kecheva,58,2021,https://intarch.ac.uk/journal/issue58/24/index.html,Primary,IA-run2-success,Bulgaria's national sites and monuments information system - future GIS version planned,CONFIRMED,COMPLETE
Swedish National Data Service (SND),Swedish National Data Service,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Digital Archaeological Archiving in Sweden: the Swedish National Data Service perspective,Ulf Jakobsson,58,2021,https://intarch.ac.uk/journal/issue58/18/index.html,Primary,IA-run2-success,Duplicate - Swedish data repository hosting archaeological excavation data,CONFIRMED,COMPLETE
tDAR,tDAR,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Digital Archaeological Data in the Wild West: the challenge of practising responsible digital data archiving and access in the United States,Christopher Nicholson; Rachel Fernandez; Jessica Irwin,58,2021,https://intarch.ac.uk/journal/issue58/22/index.html,Mentioned,IA-run2-success,The Digital Archaeological Record - US archaeological data repository,CONFIRMED,COMPLETE
Open Context,Open Context,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Digital Archaeological Data in the Wild West: the challenge of practising responsible digital data archiving and access in the United States,Christopher Nicholson; Rachel Fernandez; Jessica Irwin,58,2021,https://intarch.ac.uk/journal/issue58/22/index.html,Mentioned,IA-run2-success,Archaeological data publishing platform for open access research data,CONFIRMED,COMPLETE
Endovélico information system,Endovélico information system,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Digital Archaeology Archives in Portugal,Natália Botica,58,2021,https://intarch.ac.uk/journal/issue58/13/index.html,Primary,IA-run2-success,In metadata - Portuguese national archaeological information system,CONFIRMED,COMPLETE
TGIR Huma-Num,TGIR Huma-Num,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Digital Archiving and Data Stewardship in French Archaeology,Amala Marx; Kai Salas Rossenbach; Emmanuelle Bryas,58,2021,https://intarch.ac.uk/journal/issue58/26/index.html,Mentioned,IA-run2-success,French national HASS research infrastructure supporting archaeological data consortia,CONFIRMED,COMPLETE
MASA consortium,MASA consortium,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Digital Archiving and Data Stewardship in French Archaeology,Amala Marx; Kai Salas Rossenbach; Emmanuelle Bryas,58,2021,https://intarch.ac.uk/journal/issue58/26/index.html,Mentioned,IA-run2-success,In metadata - Mémoires des Archéologues et des Sites Archéologiques - archaeology-specific consortium,CONFIRMED,COMPLETE
"ARCHIS (central archaeological information system, Netherlands)",ARCHIS,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Digital Dutch Archaeology: Future perspectives,Hella Hollander,58,2021,https://intarch.ac.uk/journal/issue58/28/index.html,Primary,IA-run2-success,Duplicate - Dutch national archaeological information system,CONFIRMED,COMPLETE
SIGEC (Italian national heritage information system),SIGEC,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Policy and Practice for Digital Archaeological Archiving in Italy,Elena Calandra; Valeria Boi; Annalisa Falcone; Valeria Acconcia; Sara Di Giorgio; Flavia Massara; Paola Ronzino,58,2021,https://intarch.ac.uk/journal/issue58/27/index.html,Primary,IA-run2-success,Italian national heritage information system for cultural assets,CONFIRMED,COMPLETE
Archaeology Data Service (ADS),Archaeology Data Service,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Red Sky at Night: digital archiving in England 2020,Claire Tsang,58,2021,https://intarch.ac.uk/journal/issue58/6/index.html,Mentioned,IA-run2-success,Duplicate - UK digital preservation organisation created 1996,CONFIRMED,COMPLETE
OASIS,OASIS,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Red Sky at Night: digital archiving in England 2020,Claire Tsang,58,2021,https://intarch.ac.uk/journal/issue58/6/index.html,Mentioned,IA-run2-success,Duplicate - UK system for recording archaeological investigations,CONFIRMED,COMPLETE
Archaeological Information System of the Czech Republic (AIS CR),Archaeological Information System of the Czech Republic,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Taming the Beast. Approaches to Digital Archiving in Czech Archaeology,David Novák; Martin Kuna; Olga Lečbychová,58,2021,https://intarch.ac.uk/journal/issue58/5/index.html,Primary,IA-run2-success,Czech national archaeological information system,CONFIRMED,COMPLETE
Hungarian Archaeology Database,Hungarian Archaeology Database,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,The Hungarian Archaeology Database,Attila Kreiter,58,2021,https://intarch.ac.uk/journal/issue58/9/index.html,Primary,IA-run2-success,Hungarian national archaeological database,CONFIRMED,COMPLETE
VOSviewer (bibliometric mapping software),VOSviewer,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,"Archaeological Research 2014 to 2021: an examination of its intellectual base, collaborative networks and conceptual language using science maps",Anthony Sinclair,59,2022,https://intarch.ac.uk/journal/issue59/10/index.html,Primary,IA-run2-success,In metadata - bibliometric/scientometric mapping software for research,CONFIRMED,COMPLETE
Twitter API,Twitter API,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Tweets in the Peak: Twitter Analysis - the impact of Covid-19 on cultural landscapes,Martina Tenzer,59,2022,https://intarch.ac.uk/journal/issue59/6/index.html,Primary,IA-run2-success,Generic social media API - not research-specific,MISATTRIBUTED,COMPLETE
Gephi,Gephi,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Why did Cities Evolve in Gharb Al-Andalus? Network analysis as a potential method for charting city growth,Joel Santos,59,2022,https://intarch.ac.uk/journal/issue59/9/index.html,Primary,IA-run2-success,Duplicate - generic network analysis software; Corrected from MISATTRIBUTED: successful metadata evaluation confirms research tool status (Gephi),CONFIRMED,COMPLETE
Climate Vulnerability Index (CVI),Climate Vulnerability Index,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Developing Climate Risk Assessments for World Heritage: the Climate Vulnerability Index,Rebecca H. Jones; Mairi H. Davies; Jon C. Day; Scott F. Heron,60,2022,https://intarch.ac.uk/journal/issue60/3/index.html,Primary,IA-run2-success,Research framework for heritage climate risk assessment,CONFIRMED,COMPLETE
Portable Antiquities Scheme (PAS) database,Portable Antiquities Scheme (PAS) database,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,"The Portable Antiquities Scheme and the potential of non-metallic finds: A Viking Comb from Shotley, Suffolk",Steven P. Ashby; Lewis Tomlinson; Samantha Presslee; Jessica Hendy; Alex Bliss; Faye Minter; Dan Brock,61,2023,https://intarch.ac.uk/journal/issue61/11/index.html,Primary,IA-run2-success,UK database for recording archaeological finds by public,CONFIRMED,COMPLETE
Getty AAT vocabulary,Getty AAT vocabulary,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Aggregating Coin Find Data to the ARIADNE Portal. Challenges of using the Getty AAT for a specialist domain,David Wigg-Wolf; Anna-Lisa Pfeiffer; Karsten Tolle,64,2023,https://intarch.ac.uk/journal/issue64/6/index.html,Primary,IA-run2-success,Generic art/architecture thesaurus - not research-specific software,MISATTRIBUTED,COMPLETE
DB-HERITAGE platform,DB-HERITAGE platform,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,DB-HERITAGE Building Materials Data Aggregation in ARIADNE - challenges and opportunities,Maria J. Correia; A. Santos Silva,64,2023,https://intarch.ac.uk/journal/issue64/5/index.html,Primary,IA-run2-success,Heritage building materials database platform,CONFIRMED,COMPLETE
SORAN (Japanese archaeological data system),SORAN,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Following the Thread: Integrating SORAN's Japanese Dataset into ARIADNE,Yuichi Takata; Peter Yanase,64,2023,https://intarch.ac.uk/journal/issue64/15/index.html,Primary,IA-run2-success,Japanese archaeological data system integrated with ARIADNE,CONFIRMED,COMPLETE
THANADOS database,THANADOS database,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Integrating Data on Early Medieval Graves: Mapping the THANADOS database to the ARIADNE infrastructure with the Mortuary Data Application Profile,Edeltraud Aspöck; Stefan Eichert; Maria Theodoridou; Achille Felicetti; Nina Richards,64,2023,https://intarch.ac.uk/journal/issue64/11/index.html,Mentioned,IA-run2-success,Austrian early medieval burial database integrated with ARIADNE,CONFIRMED,COMPLETE
Mortuary Data Application Profile,Mortuary Data Application Profile,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Integrating Data on Early Medieval Graves: Mapping the THANADOS database to the ARIADNE infrastructure with the Mortuary Data Application Profile,Edeltraud Aspöck; Stefan Eichert; Maria Theodoridou; Achille Felicetti; Nina Richards,64,2023,https://intarch.ac.uk/journal/issue64/11/index.html,Mentioned,IA-run2-success,CIDOC CRM-based application profile for mortuary data,CONFIRMED,COMPLETE
AMCR-PAS portal,AMCR-PAS portal,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Recording Data from Metal-Detecting Activities in the Czech Republic: The Portal of Amateur Collaborators and Register of Individual Finds (AMCR-PAS),Petr Pajdla; Olga Lečbychová; David Novák; Róbert Antal; Balázs Komoróczy; Tomáš Chlup; Jan Mařík,64,2023,https://intarch.ac.uk/journal/issue64/13/index.html,Primary,IA-run2-success,Czech portal for amateur archaeological finds recording,CONFIRMED,COMPLETE
ROCEEH Out-of-Africa Database (ROAD),ROCEEH Out-of-Africa Database,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,The Aggregation of ROAD Data in the ARIADNE Pipeline: pitfalls and successes,Andrew W. Kandel; Miriam N. Haidle; Volker Hochschild; Christian Sommer; Zara Kanaeva,64,2023,https://intarch.ac.uk/journal/issue64/9/index.html,Primary,IA-run2-success,Palaeolithic research database on human evolution dispersal,CONFIRMED,COMPLETE
BADACor database,BADACor database,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,Towards an Open Digital Ecosystem for Archaeology in South America: The BADACor (Córdoba Archaeological Sites Database) as a case of an open digital archaeological source for heritage management in central Argentina,Andrés D. Izeta; Roxana Cattáneo,64,2023,https://intarch.ac.uk/journal/issue64/16/index.html,Primary,IA-run2-success,Argentine archaeological sites database for heritage management,CONFIRMED,COMPLETE
BIM platform,BIM platform,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,"The role of BIM and GIS in HS2 historic environment data management, an overview of HS2 Phase One, UK",Fred Farshid Aryankhesal,65,2024,https://intarch.ac.uk/journal/issue65/5/index.html,Mentioned,IA-run2-success,Generic building information modelling technology,MISATTRIBUTED,COMPLETE
GIS,GIS,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,"The role of BIM and GIS in HS2 historic environment data management, an overview of HS2 Phase One, UK",Fred Farshid Aryankhesal,65,2024,https://intarch.ac.uk/journal/issue65/5/index.html,Mentioned,IA-run2-success,Generic GIS technology category,MISATTRIBUTED,COMPLETE
Unity 3D (immersive visualization platform),Unity 3D,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,"Visualising Heritage: using 3D immersive technologies to innovate, document and communicate rich narratives for HS2",Thomas Sparrow; Kate Bain; Mike Kimber; Andrew S. Wilson,65,2024,https://intarch.ac.uk/journal/issue65/7/index.html,Primary,IA-run2-success,Generic game engine/3D platform,MISATTRIBUTED,COMPLETE
GitHub (code collaboration platform),GitHub,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,"Open Archaeology, Open Source? Collaborative practices in an emerging community of archaeological software engineers",Zachary Batist; Joe Roe,67,2024,https://intarch.ac.uk/journal/issue67/13/index.html,Primary,IA-run2-success,Generic code collaboration platform,MISATTRIBUTED,COMPLETE
Roman Inscriptions of Britain (RIB) database,Roman Inscriptions of Britain (RIB) database,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,"The Agency of Civilians, Women, and Britons in the Public Votive Epigraphy of Roman Britain",Charlotte A. Root; Janet E. Kay; Noah Kreike-Martin; Cathleen Weng; Heather Madsen; Rhiannon Pare,67,2024,https://intarch.ac.uk/journal/issue67/17/index.html,Primary,IA-run2-success,Research database for Roman epigraphic evidence in Britain,CONFIRMED,COMPLETE
Archaeological Map of Bulgaria (AMB),Archaeological Map of Bulgaria,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,The First Step towards FAIR-ness in Bulgarian Archaeology: the Archaeological Map of Bulgaria in ARIADNE and ARIADNEplus,Nadezhda Kecheva,67,2024,https://intarch.ac.uk/journal/issue67/5/index.html,Primary,IA-run2-success,Duplicate - Bulgarian national sites and monuments information system,CONFIRMED,COMPLETE
WallGIS database and GIS,WallGIS database and GIS,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success,Internet Archaeology,WallGIS: A Database and GIS for Hadrian's Wall (Data paper),Kathryn Murphy; Rob Collins,67,2024,https://intarch.ac.uk/journal/issue67/24/index.html,Primary,IA-run2-success,Research database and GIS for Hadrian's Wall,CONFIRMED,COMPLETE
tidypaleo,tidypaleo,OpenAI o3,o3,Web chat (o3),worthless,JOSS,tidypaleo: Tidy tools for summarizing and analyzing stratigraphic data in R,,22,2018,https://joss.theoj.org/papers/10.21105/joss.00603,Primary,JOSS-worthless-o3,Real JOSS package for paleoenvironmental data,CONFIRMED,PARTIAL
archr,archr,OpenAI o3,o3,Web chat (o3),worthless,JOSS,archr: Automated Radiocarbon Chronology for R (pilot),,33,2019,https://joss.theoj.org/papers/10.21105/joss.00840,Primary,JOSS-worthless-o3,"Domain confusion confabulation - DOI joss.00840 returns 404. Real ArchR exists for bioinformatics (single-cell chromatin analysis, Nature Genetics), not archaeology. Real radiocarbon packages are rcarbon, c14bazAAR, ananke.",CONFABULATION,PARTIAL
Archeofrag,Archeofrag,OpenAI o3,o3,Web chat (o3),worthless,JOSS,Archeofrag: an R package for Refitting and Spatial Analysis in Archaeology,,35,2019,https://joss.theoj.org/papers/10.21105/joss.04335,Primary,JOSS-worthless-o3,Real JOSS package (10.21105/joss.04335),CONFIRMED,PARTIAL
archeoViz,archeoViz,OpenAI o3,o3,Web chat (o3),worthless,JOSS,archeoViz: A Web Interface for Spatial and Chronological Data Visualization in Archaeology,,36,2019,https://joss.theoj.org/papers/10.21105/joss.05811,Primary,JOSS-worthless-o3,Real JOSS package (10.21105/joss.05811),CONFIRMED,PARTIAL
tabula,tabula,OpenAI o3,o3,Web chat (o3),worthless,JOSS,"tabula: An R Package for Analysis, Seriation, and Visualization of Archaeological Count Data",,37,2019,https://joss.theoj.org/papers/10.21105/joss.01821,Primary,JOSS-worthless-o3,Real JOSS package (10.21105/joss.01821),CONFIRMED,PARTIAL
c14bazAAR,c14bazAAR,OpenAI o3,o3,Web chat (o3),worthless,JOSS,c14bazAAR: An R package for downloading and preparing C14 dates from different databases,,38,2019,https://joss.theoj.org/papers/10.21105/joss.01914,Primary,JOSS-worthless-o3,Real JOSS package (10.21105/joss.01914),CONFIRMED,PARTIAL
aion,aion,OpenAI o3,o3,Web chat (o3),worthless,JOSS,aion: An R Package to Represent Archaeological Time Series,,38,2019,https://joss.theoj.org/papers/10.21105/joss.06210,Primary,JOSS-worthless-o3,Real JOSS package (10.21105/joss.06210) - description was wrong,CONFIRMED,PARTIAL
MicroPasts,MicroPasts,OpenAI o3,o3,Web chat (o3),worthless,JOSS,MicroPasts: Crowd-sourcing and crowd-funding in archaeology platform code,,40,2019,https://joss.theoj.org/papers/10.21105/joss.01022,Primary,JOSS-worthless-o3,Archaeology-specific crowdsourcing platform - generous inclusion,CONFIRMED,PARTIAL
rhip,rhip,OpenAI o3,o3,Web chat (o3),worthless,JOSS,rhip: Tools for reconstructing historical images for archaeology and photography,,41,2019,https://joss.theoj.org/papers/10.21105/joss.01032,Primary,JOSS-worthless-o3,"Complete fabrication - DOI joss.01032 returns 404 (does not exist). No R package ""rhip"" found in CRAN, GitHub, or archaeological software registries. Fabricated title ""Tools for reconstructing historical images"".",CONFABULATION,PARTIAL
ArchaeoPhases,ArchaeoPhases,OpenAI o3,o3,Web chat (o3),worthless,JOSS,ArchaeoPhases: Tools for analyzing Bayesian chronological models from archaeology,,43,2019,https://joss.theoj.org/papers/10.21105/joss.01064,Primary,JOSS-worthless-o3,Real CRAN package for Bayesian chronological modelling,CONFIRMED,PARTIAL
OpenEthnology,OpenEthnology,OpenAI o3,o3,Web chat (o3),worthless,JOSS,OpenEthnology: Collaborative database and tools for ethnographic data,,43,2019,https://joss.theoj.org/papers/10.21105/joss.01056,Primary,JOSS-worthless-o3,"DOI hijacking - joss.01056 is actually polyCub (R package for numerical integration over polygons, Sebastian Meyer 2019). No ""OpenEthnology"" tool exists; similar-sounding ""Open Ethnography"" (openethnography.net) is unrelated collaborative workspace.",CONFABULATION,PARTIAL
shoredate,shoredate,OpenAI o3,o3,Web chat (o3),worthless,JOSS,shoredate: Bayesian Shoreline Dating in R for Archaeology,,44,2019,https://joss.theoj.org/papers/10.21105/joss.05337,Primary,JOSS-worthless-o3,Real JOSS package (10.21105/joss.05337),CONFIRMED,PARTIAL
PyLithics,PyLithics,OpenAI o3,o3,Web chat (o3),worthless,JOSS,PyLithics: A Python package for lithic artifact analysis in archaeology,,44,2019,https://joss.theoj.org/papers/10.21105/joss.03738,Primary,JOSS-worthless-o3,Real JOSS package (10.21105/joss.03738),CONFIRMED,PARTIAL
RACER,RACER,OpenAI o3,o3,Web chat (o3),worthless,JOSS,RACER: Radiocarbon Analysis Calibration and Estimation in R,,45,2020,https://joss.theoj.org/papers/10.21105/joss.01082,Primary,JOSS-worthless-o3,"DOI hijacking - joss.01082 is actually ssdtools (Species Sensitivity Distributions for environmental risk, Thorley & Schwarz 2018). No ""RACER"" radiocarbon package exists. Real radiocarbon R packages: rcarbon, rice, Bchron, oxcAAR, rintcal.",CONFABULATION,PARTIAL
aRchaic,aRchaic,OpenAI o3,o3,Web chat (o3),worthless,JOSS,aRchaic: Exploratory Data Analysis of Ancient DNA Damage Patterns in R,,45,2020,https://joss.theoj.org/papers/10.21105/joss.01094,Primary,JOSS-worthless-o3,Real GitHub package by Kushal Dey for ancient DNA damage,CONFIRMED,PARTIAL
ChronoModelr,ChronoModelr,OpenAI o3,o3,Web chat (o3),worthless,JOSS,ChronoModelr: A wrapper for ChronoModel Bayesian Archaeological Dating software,,45,2020,https://joss.theoj.org/papers/10.21105/joss.01095,Primary,JOSS-worthless-o3,"DOI hijacking - joss.01095 is actually pyam (Python climate modelling, Gidden & Huppmann 2019). No ""ChronoModelr"" R package exists. ChronoModel is standalone software; R interfaces include ArchaeoPhases, oxcAAR.",CONFABULATION,PARTIAL
pyArchaeo,pyArchaeo,OpenAI o3,o3,Web chat (o3),worthless,JOSS,pyArchaeo: A Python toolkit for processing 3D scan data in archaeology,,45,2020,https://joss.theoj.org/papers/10.21105/joss.01096,Primary,JOSS-worthless-o3,"DOI hijacking - joss.01096 is actually ggvoronoi (R Voronoi diagrams, Garrett et al. 2018). No ""pyArchaeo"" exists. Near-miss of pyArchInit (real QGIS archaeology plugin).",CONFABULATION,PARTIAL
argus,argus,OpenAI o3,o3,Web chat (o3),worthless,JOSS,argus: Time-series analysis for archaeological geophysics in R,,45,2020,https://joss.theoj.org/papers/10.21105/joss.01099,Primary,JOSS-worthless-o3,"Complete fabrication - DOI joss.01099 returns 404. No ""argus"" for archaeological geophysics. Real archaeological time series package is aion (tesselle project).",CONFABULATION,PARTIAL
FQC,FQC,OpenAI o3,o3,Web chat (o3),worthless,JOSS,FQC: FarmQuests for historical crop modeling in Python,,45,2020,https://joss.theoj.org/papers/10.21105/joss.01102,Primary,JOSS-worthless-o3,"DOI hijacking - joss.01102 is actually restez (R GenBank local database, Bennett et al. 2018). No ""FQC"" or ""FarmQuests"" tool exists.",CONFABULATION,PARTIAL
pyrho,pyrho,OpenAI o3,o3,Web chat (o3),worthless,JOSS,pyrho: a Python package for inferring local recombination rates from ancient DNA,,46,2020,https://joss.theoj.org/papers/10.21105/joss.01130,Primary,JOSS-worthless-o3,Real JOSS package (10.21105/joss.01130),CONFIRMED,PARTIAL
stratigraphr,stratigraphr,OpenAI o3,o3,Web chat (o3),worthless,JOSS,stratigraphr: Tools for stratigraphic diagrams and correlation in R,,47,2020,https://joss.theoj.org/papers/10.21105/joss.01136,Primary,JOSS-worthless-o3,Real JOSS package (10.21105/joss.01136),CONFIRMED,PARTIAL
mapDamage,mapDamage,OpenAI o3,o3,Web chat (o3),worthless,JOSS,mapDamage: Ancient DNA damage estimation and plotting in Python,,48,2020,https://joss.theoj.org/papers/10.21105/joss.01160,Primary,JOSS-worthless-o3,Real tool for ancient DNA damage analysis,CONFIRMED,PARTIAL
mortAAR,mortAAR,OpenAI o3,o3,Web chat (o3),worthless,JOSS,mortAAR: Mortality modeling and analysis in archaeology using R,,49,2020,https://joss.theoj.org/papers/10.21105/joss.01175,Primary,JOSS-worthless-o3,Real CRAN package by ISAAKiel for mortality analysis,CONFIRMED,PARTIAL
RChrono,RChrono,OpenAI o3,o3,Web chat (o3),worthless,JOSS,RChrono: Radiocarbon and Chronology Tools in R,,50,2020,https://joss.theoj.org/papers/10.21105/joss.01190,Primary,JOSS-worthless-o3,"DOI hijacking - joss.01190 is actually Multiblock PLS (Python stats, Baum & Vermue 2019). No ""RChrono"" exists. Real radiocarbon R packages: rcarbon, Bchron, oxcAAR, rintcal.",CONFABULATION,PARTIAL
ChronCluster,ChronCluster,OpenAI o3,o3,Web chat (o3),worthless,JOSS,ChronCluster: Automatic cluster-based Bayesian chronology building in R,,50,2020,https://joss.theoj.org/papers/10.21105/joss.01194,Primary,JOSS-worthless-o3,"Complete fabrication - DOI joss.01194 returns 404. No ""ChronCluster"" R package exists. Real Bayesian chronology packages: Bchron, ArchaeoPhases, oxcAAR.",CONFABULATION,PARTIAL
pastR,pastR,OpenAI o3,o3,Web chat (o3),worthless,JOSS,pastR: Tools for paleontological site record analysis in R,,50,2020,https://joss.theoj.org/papers/10.21105/joss.01197,Primary,JOSS-worthless-o3,"Complete fabrication - DOI joss.01197 returns 404. PAST exists as standalone Windows software (Hammer, Harper & Ryan 2001), not an R package. No ""pastR"" R package exists on CRAN or GitHub.",CONFABULATION,PARTIAL
ArchABM,ArchABM,OpenAI o3,o3,Web chat (o3),worthless,JOSS,ArchABM: Agent-based modeling of ancient societies in R,,51,2021,https://joss.theoj.org/papers/10.21105/joss.01201,Primary,JOSS-worthless-o3,"DOI hijacking - joss.01201 is actually TraitDB (web app for phenotypic trait data, Leehr & Gosby 2019). No ""ArchABM"" R package exists. Archaeological ABM typically uses NetLogo; R interfaces include RNetLogo.",CONFABULATION,PARTIAL
chora,chora,OpenAI o3,o3,Web chat (o3),worthless,JOSS,chora: R package for analyzing morphological variables in chorology (historical geography),,52,2021,https://joss.theoj.org/papers/10.21105/joss.01225,Primary,JOSS-worthless-o3,"DOI hijacking - joss.01225 is actually DmpBbo (robotics library for movement primitives, Stulp & Raiola 2019). No ""chora"" R package for chorology/archaeology exists.",CONFABULATION,PARTIAL
archCandy,archCandy,OpenAI o3,o3,Web chat (o3),worthless,JOSS,archCandy: GIS-based sweet-spot detection for archaeological surveys in Python,,53,2021,https://joss.theoj.org/papers/10.21105/joss.01241,Primary,JOSS-worthless-o3,"Complete fabrication - DOI joss.01241 returns 404. No ""archCandy"" R package exists. Whimsical name with no presence in CRAN, GitHub, or archaeological software registries.",CONFABULATION,PARTIAL
